circuit_evaluation,energy
332,-945.3953
333,-945.3953
334,-945.3953
335,-945.3953
336,-945.3953
337,-1008.9042
338,-1008.9042
339,-1008.9042
340,-1008.9042
341,-1008.9042
342,-1008.9042
343,-1008.9042
344,-1008.9042
345,-1008.9042
346,-1008.9042
347,-1008.9042
348,-1008.9042
349,-1008.9042
350,-1008.9042
351,-1008.9042
352,-1008.9042
353,-1008.9042
354,-1008.9042
355,-1008.9042
356,-1008.9042
357,-1008.9042
358,-1008.9042
359,-1008.9042
360,-1008.9042
361,-1008.9042
362,-1008.9042
363,-1008.9042
364,-1008.9042
365,-1008.9042
366,-1008.9042
367,-1008.9042
368,-1008.9042
369,-1008.9042
370,-1008.9042
371,-1008.9042
372,-1008.9042
373,-1008.9042
374,-1008.9042
375,-1008.9042
376,-1008.9042
377,-1008.9042
378,-1008.9042
379,-1008.9042
380,-1008.9042
381,-1008.9042
382,-1008.9042
383,-1008.9042
384,-1008.9042
384,-1008.9042
385,-1288.8764
386,-1288.8764
387,-1299.1034
388,-1299.1034
389,-1299.1034
390,-1299.1034
391,-1299.1034
392,-1299.1034
393,-1299.1034
394,-1299.1034
395,-1299.1034
396,-1299.1034
397,-1299.1034
398,-1299.1034
399,-1299.1034
400,-1299.1034
401,-1299.1034
402,-1299.1034
403,-1299.1034
404,-1299.1034
405,-1299.1034
406,-1299.1034
407,-1299.1034
408,-1299.1034
409,-1300.6352
410,-1368.868
411,-1368.868
412,-1368.868
413,-1368.868
414,-1368.868
415,-1368.868
416,-1368.868
417,-1368.868
418,-1368.868
419,-1368.868
420,-1368.868
421,-1368.868
422,-1378.2226
423,-1378.2226
424,-1378.2226
425,-1378.2226
426,-1378.2226
427,-1378.2226
428,-1378.2226
429,-1378.2226
430,-1378.2226
431,-1378.2226
432,-1378.2226
433,-1378.2226
434,-1378.2226
435,-1380.3096
436,-1380.3096
437,-1380.3096
438,-1380.3096
439,-1380.3096
440,-1380.3096
441,-1380.3096
442,-1380.3096
443,-1380.3096
444,-1380.3096
445,-1380.3096
446,-1380.3096
447,-1380.3096
448,-1380.3096
449,-1380.3096
450,-1460.1059
451,-1460.1059
452,-1460.1059
453,-1460.1059
454,-1460.1059
455,-1460.1059
456,-1460.1059
457,-1460.1059
458,-1460.1059
459,-1460.1059
460,-1460.1059
461,-1460.1059
462,-1460.1059
463,-1460.1059
464,-1460.1059
465,-1460.1059
466,-1460.1059
467,-1460.1059
468,-1460.1059
469,-1460.1059
470,-1460.1059
471,-1460.1059
472,-1460.1059
473,-1460.1059
474,-1460.1059
475,-1460.1059
476,-1460.1059
477,-1460.1059
478,-1460.1059
479,-1460.1059
480,-1460.1059
481,-1460.1059
482,-1460.1059
483,-1460.1059
484,-1460.1059
485,-1460.1059
486,-1460.1059
487,-1460.1059
488,-1460.1059
489,-1460.1059
490,-1460.1059
491,-1460.1059
492,-1460.1059
493,-1460.1059
494,-1460.1059
495,-1460.1059
496,-1460.1059
497,-1460.1059
498,-1460.1059
499,-1460.1059
500,-1460.1059
501,-1460.1059
502,-1460.1059
503,-1460.1059
504,-1460.1059
505,-1460.1059
506,-1460.1059
507,-1460.1059
508,-1460.1059
509,-1460.1059
510,-1460.1059
511,-1460.1059
512,-1460.1059
512,-1460.1059
513,-1501.229
514,-1602.234
515,-1602.234
516,-1607.5223
517,-1607.5223
518,-1607.5223
519,-1659.8563
520,-1659.8563
521,-1659.8563
522,-1659.8563
523,-1659.8563
524,-1659.8563
525,-1659.8563
526,-1665.6677
527,-1665.6677
528,-1665.6677
529,-1665.6677
530,-1665.6677
531,-1665.6677
532,-1665.6677
533,-1665.6677
534,-1665.6677
535,-1665.6677
536,-1665.6677
537,-1724.4807
538,-1724.4807
539,-1724.4807
540,-1724.4807
541,-1724.4807
542,-1724.4807
543,-1724.4807
544,-1724.4807
544,-1724.4807
