circuit_evaluation,energy
332,-73.9093
333,-73.933
334,-73.9456
335,-73.9852
336,-74.0052
337,-74.0214
338,-74.0214
339,-74.0214
340,-74.0808
341,-74.1235
342,-74.1584
343,-74.1851
344,-74.1904
345,-74.1904
346,-74.1904
347,-74.1975
348,-74.2636
349,-74.363
350,-74.5057
351,-74.6169
352,-74.7561
353,-74.7561
354,-74.9158
355,-74.9158
356,-74.9158
357,-74.9158
358,-74.9158
359,-74.9561
360,-74.9561
361,-74.9561
362,-74.9779
363,-74.9781
364,-75.0443
365,-75.1478
366,-75.2863
367,-75.4369
368,-75.6184
369,-75.6184
370,-75.7175
371,-75.9132
372,-75.9132
373,-75.9417
374,-76.0429
375,-76.1933
376,-76.2226
377,-76.3109
378,-76.3961
379,-76.4746
380,-76.6631
381,-76.7491
382,-76.8146
383,-76.9277
384,-76.9277
385,-76.9462
386,-77.0728
387,-77.1318
388,-77.1739
389,-77.2311
390,-77.2311
391,-77.2863
392,-77.3213
393,-77.3213
394,-77.3319
395,-77.3928
396,-77.4408
397,-77.4592
398,-77.4884
399,-77.5047
400,-77.5356
401,-77.5356
402,-77.5356
403,-77.5356
404,-77.551
405,-77.604
406,-77.6644
407,-77.6644
408,-77.6773
409,-77.6976
410,-77.6976
411,-77.6976
412,-77.7321
413,-77.7622
414,-77.7867
415,-77.7971
416,-77.8109
417,-77.8109
418,-77.8109
419,-77.86
420,-77.9044
421,-77.945
422,-77.981
423,-77.981
424,-77.9919
425,-78.0342
426,-78.0342
427,-78.0424
428,-78.081
429,-78.1202
430,-78.149
431,-78.1859
432,-78.2018
433,-78.26
434,-78.2634
435,-78.2634
436,-78.2679
437,-78.2941
438,-78.2941
439,-78.3155
440,-78.3576
441,-78.3996
442,-78.4885
443,-78.6516
444,-78.9188
445,-79.0743
446,-79.4168
447,-79.782
448,-79.782
449,-79.782
450,-79.782
451,-79.8182
452,-79.8182
453,-79.8182
454,-79.9133
455,-79.9141
456,-79.9186
457,-79.9186
458,-79.9186
459,-79.9186
460,-79.9363
461,-79.9968
462,-80.0567
463,-80.0567
464,-80.0728
465,-80.0903
466,-80.0903
467,-80.1001
468,-80.1208
469,-80.1485
470,-80.1662
471,-80.1662
472,-80.1662
473,-80.204
474,-80.2246
475,-80.2457
476,-80.28
477,-80.3565
478,-80.5025
479,-80.7806
480,-81.2819
481,-81.2819
482,-81.2819
483,-81.2819
484,-81.2819
485,-81.3229
486,-81.3229
487,-81.3261
488,-81.3261
489,-81.3261
490,-81.3351
491,-81.3351
492,-81.3489
493,-81.3842
494,-81.3915
495,-81.4127
496,-81.4518
497,-81.4926
498,-81.5664
499,-81.6994
500,-81.9749
